Posted_date,Job Title from List,Job Title,Company,Company Logo URL,Country,Location,Skills,Salary Info,Source
11/12/2024,DevOps Engineer,T Map Mobility Developer Recruitment CE BE DevOps Search DA Development PM,"T Map Mobility Co., Ltd.",company Logo,South Korea,"Map of Jung-gu, Seoul","Data Engineer, DevOps, Network, Infrastructure, Cloud",N/A,saramin.co.kr
12/10/2024,DevOps Engineer,TA AA SWA NA Career LG Group New SI Project,Fuel Host,company Logo,South Korea,"Map of Seoul Mapo-gu, Seoul, and Gyeonggi","SE System Engineer, Data Engineer, DevOps, Network, Linux",N/A,saramin.co.kr
12/09/2024,DevOps Engineer,Recruiting talent to grow into an IT2MAX SalesforceSFMC developer,Juaitumax,company Logo,South Korea,"Map of Mapo-gu, Seoul","SE System Engineer, DevOps, Maintenance, Solutions, Cloud",N/A,saramin.co.kr
11/29/2024,DevOps Engineer,Recruiting System Engineer SE Career Position,Jooeduwill,company Logo,South Korea,"All of Seoul, Guro-gu, Seoul","SE System Engineer, DevOps, Linux, Infrastructure, Cloud",N/A,saramin.co.kr
12/10/2024,DevOps Engineer,Deep Learning Engineer Career Recruitment,Main character intelligence factory,company Logo,South Korea,"Jung-gu, Seoul, the whole of Seoul","SE System Engineer, DevOps, Infrastructure, Python, Data Analyst",N/A,saramin.co.kr
12/11/2024,DevOps Engineer,Deep Learning Engineer Career Recruitment,Main character intelligence factory,company Logo,South Korea,"Jung-gu, Seoul, the whole of Seoul","SE System Engineer, DevOps, Infrastructure, Python, Data Analyst",N/A,saramin.co.kr
10/14/2024,DevOps Engineer,CloudAWS Server System EngineerSETA Recruitment,Juware Point,company Logo,South Korea,"Map of Songpa-gu, Seoul","SE System Engineer, DevOps, Linux, Infrastructure, Cloud",N/A,saramin.co.kr
11/28/2024,DevOps Engineer,System Security Cloud Career Recruitment,Jooen Sam,company Logo,South Korea,"Map of Songpa-gu, Seoul","Data Engineer, DevOps, Network, Maintenance, Infrastructure",N/A,saramin.co.kr
11/24/2024,DevOps Engineer,Configuring AI infrastructure and AI Ops environment,Judy S&G,company Logo,South Korea,"All of Seoul, Yeongdeungpo-gu, Seoul","SE System Engineer, DevOps, Infrastructure, Solutions, Technical Support",N/A,saramin.co.kr
12/09/2024,DevOps Engineer,Design and build Kubernetes-based infrastructure,Jooglobal HR Korea,company Logo,South Korea,"Seongdong-gu, Seoul","SE System Engineer, DevOps, Network, Linux, Infrastructure",N/A,saramin.co.kr
11/13/2024,DevOps Engineer,PublicAI MLops Platform Engineer,Public AI,company Logo,South Korea,"Map of Seocho-gu, Seoul","Python, SQL, AWS, Machine Learning, Azure",N/A,saramin.co.kr
07/01/2024,DevOps Engineer,KOSDAQ listed company Eight new and experienced recruits,Eight weeks,company Logo,South Korea,"Map of Songpa-gu, Seoul","SE System Engineer, Data Engineer, DevOps, Network, Linux",N/A,saramin.co.kr
11/26/2024,DevOps Engineer,Future Tomorrow Experience Dutch Development Team Design Job Intern Recruitment,State Estate,company Logo,South Korea,"Map of Seoul Gangseo-gu, Seoul, Mapo-gu, Yangcheon-gu, Yeongdeungpo-gu, Gyeonggi-do, Gyeonggi-do Goyang-si, Goyang-si Ilsandong-gu, Gimpo-si, Bucheon-si","Data Engineer, DevOps, Network, Maintenance, Infrastructure",N/A,saramin.co.kr
12/05/2024,DevOps Engineer,Seoul Cloud Center Team Center System Operation Experienced Employee Recruitment,"Lotte Innovate Co., Ltd.",company Logo,South Korea,"All of Seoul, Geumcheon-gu, Seoul","SE System Engineer, DevOps, Network, Linux, Infrastructure",N/A,saramin.co.kr
12/05/2024,DevOps Engineer,Server Administrator Career Recruitment,"Hansol PNS Co., Ltd. IT Service",company Logo,South Korea,"Seoul Gangseo-gu, Seoul as a whole","SE System Engineer, DevOps, Network, Linux, Infrastructure",N/A,saramin.co.kr
11/19/2024,DevOps Engineer,Hiring Backend Developers,Piaspaceju,company Logo,South Korea,"Seocho-gu, Seoul, the whole of Seoul","SE System Engineer, DevOps, Cloud, Web Development, AWS",N/A,saramin.co.kr
12/03/2024,DevOps Engineer,Boramae Hospital Data Science Center Data Analysis Researcher Recruitment,Seoul Metropolitan City Boramae Hospital,company Logo,South Korea,"Map of Dongjak-gu, Seoul","Data Engineer, DevOps, Network, Solutions, Cloud",N/A,saramin.co.kr
11/19/2024,DevOps Engineer,Call System Maintenance Manager,Jusoka,company Logo,South Korea,"Seongdong-gu, Seoul, the whole of Seoul","SE System Engineer, DevOps, Maintenance, Infrastructure, Solutions",N/A,saramin.co.kr
11/18/2024,DevOps Engineer,Server Management Windows Linux IDC Server Engineer Recruitment,Jooai Net Hosting,company Logo,South Korea,"Map of Seocho-gu, Seoul","DevOps, Network, Linux, Maintenance, Technical Support",N/A,saramin.co.kr
12/04/2024,DevOps Engineer,Managed Services Team Hosting System Engineer Recruitment,Cafe24 weeks,company Logo,South Korea,"Map of Dongjak-gu, Seoul","DevOps, Network, Linux, Infrastructure, Solutions",N/A,saramin.co.kr
12/06/2024,DevOps Engineer,IT company DP team solution engineer career recruitment,"ZION ITS Co., Ltd.",company Logo,South Korea,"Map of Seocho-gu, Seoul","SE System Engineer, DevOps, Network, Linux, Maintenance",N/A,saramin.co.kr
11/13/2024,DevOps Engineer,Castis 2024 2nd Half DevOps Developer New Experience Recruitment,Jucastize,company Logo,South Korea,"Map of Gwanak-gu, Seoul","SE System Engineer, DevOps, Network, Linux, Solutions",N/A,saramin.co.kr
11/13/2024,DevOps Engineer,Ai Startup JAVAㆍKotlinㆍReact Web Full Stack Experience Recruitment,Juiclave iclave,company Logo,South Korea,"Map of Seocho-gu, Seoul","SE System Engineer, DevOps, Maintenance, Solutions, Python",N/A,saramin.co.kr
11/13/2024,DevOps Engineer,Full-time famous education publishing company IT headquarters cloud construction AA recruitment,The main person is HS,company Logo,South Korea,"Map of Seoul Geumcheon-gu, Seoul, Gwanak-gu, Guro-gu, Yeongdeungpo-gu, Gyeonggi-do, Gyeonggi-do Gwacheon-si, Gimpo-si, Bucheon-si, Seongnam-si","SE System Engineer, Data Engineer, DevOps, Technical Support, Cloud",N/A,saramin.co.kr
12/05/2024,DevOps Engineer,System Control MonitoringOP New Hire,Jutiscientific,company Logo,South Korea,"Dongjak-gu, Seoul, the whole of Seoul","SE System Engineer, DevOps, Network, Linux, Infrastructure",N/A,saramin.co.kr
12/03/2024,DevOps Engineer,Systems Engineer,Juratel & Partners,company Logo,South Korea,"Jung-gu, Seoul, the whole of Seoul","SE System Engineer, DevOps, Network, Linux, Maintenance",N/A,saramin.co.kr
12/10/2024,DevOps Engineer,Recruiting System Engineers,Private Technology Stock,company Logo,South Korea,"Mapo-gu, Seoul, the whole of Seoul","SE System Engineer, DevOps, Network, Linux, Maintenance",N/A,saramin.co.kr
10/24/2024,DevOps Engineer,Recruitment of IT development platform planner and designer,Comesju,company Logo,South Korea,Seoul Guro-gu Map,"DevOps, C, Webmaster, Graphic Design, Digital Design",N/A,saramin.co.kr
12/11/2024,DevOps Engineer,Cloit TA AA Consultant Job Title Recruitment Experience,Jukloit,company Logo,South Korea,"Map of Jung-gu, Seoul","SE System Engineer, DevOps, Network, Linux, Maintenance",N/A,saramin.co.kr
11/19/2024,DevOps Engineer,AWS Cloud SA,Joo Woong Jin,company Logo,South Korea,"Jung-gu, Seoul, the whole of Seoul","SE System Engineer, DevOps, Infrastructure, Cloud, Web Development",N/A,saramin.co.kr
11/22/2024,DevOps Engineer,SI project development in progress hiring for advanced or higher level positions,JIUBMS,company Logo,South Korea,"Map of Mapo-gu, Seoul","SE System Engineer, DevOps, Maintenance, Technical Support, Cloud",N/A,saramin.co.kr
12/02/2024,DevOps Engineer,SQA Engineer Recruitment Cases,Comesju,company Logo,South Korea,"Map of Seoul Guro-gu, Gwanak-gu, Yangcheon-gu, Yeongdeungpo-gu, Gyeonggi Osan-si, Yongin-si Giheung-gu, Hwaseong-si","DevOps, C, C, Semiconductor, SQA",N/A,saramin.co.kr
12/03/2024,DevOps Engineer,CARA Developer Recruitment,Korea Electronic Certification Corporation,company Logo,South Korea,"Seocho-gu, Seoul, the whole of Seoul","SE System Engineer, DevOps, Linux, Maintenance, Infrastructure",N/A,saramin.co.kr
11/28/2024,DevOps Engineer,Recruitment for Automation Performance Test Engineer,Comesju,company Logo,South Korea,"Map of Seoul Guro-gu, Gwanak-gu, Yangcheon-gu, Yeongdeungpo-gu, Gyeonggi Osan-si, Yongin-si Giheung-gu, Hwaseong-si","DevOps, Infrastructure, C, C, Semiconductor",N/A,saramin.co.kr
12/04/2024,DevOps Engineer,Network Engineer,Jueximbay,company Logo,South Korea,"All of Seoul, Guro-gu, Seoul","SE System Engineer, DevOps, Network, Infrastructure, Cloud",N/A,saramin.co.kr
12/06/2024,DevOps Engineer,Backend developer with experience in MSA with Spring Boot,Around Mobility,company Logo,South Korea,"Seoul Gwanak-gu, Seoul as a whole","SE System Engineer, DevOps, Maintenance, Infrastructure, Cloud",N/A,saramin.co.kr
11/04/2024,DevOps Engineer,Cloit Enterprise Industry Career Open Recruitment,Jukloit,company Logo,South Korea,"Map of Jung-gu, Seoul","Data Engineer, DevOps, Network, Linux, Maintenance",N/A,saramin.co.kr
11/22/2024,DevOps Engineer,SI Project Minsu Public PM Career Full-time Recruitment,JIUBMS,company Logo,South Korea,"Map of Mapo-gu, Seoul","SE System Engineer, DevOps, Maintenance, Technical Support, Cloud",N/A,saramin.co.kr
12/05/2024,DevOps Engineer,System Operations Manager Experience: 3 years10 years,Joo Apt. I,company Logo,South Korea,"All of Seoul, Geumcheon-gu, Seoul","SE System Engineer, DevOps, Network, Maintenance, Infrastructure",N/A,saramin.co.kr
12/11/2024,DevOps Engineer,Career Systems Engineer,"OMT Korea Co., Ltd.",company Logo,South Korea,"Seocho-gu, Seoul, the whole of Seoul","SE System Engineer, DevOps, Network, Infrastructure, Cloud",N/A,saramin.co.kr
11/02/2024,DevOps Engineer,Data Analysis Career Recruitment,Joo White Scan,company Logo,South Korea,"Seoul Yongsan-gu, Seoul entire map","Data Engineer, DevOps, Network, Maintenance, Infrastructure",N/A,saramin.co.kr
12/02/2024,DevOps Engineer,Kubernetes Kubernetes Engineer Job Posting,Jubeinex,company Logo,South Korea,"Map of Yeongdeungpo-gu, Seoul","DevOps, Infrastructure, Cloud, AWS, Docker",N/A,saramin.co.kr
12/03/2024,DevOps Engineer,Hiring Observability and Cloud Solutions Engineers,Jooitech System,company Logo,South Korea,"Map of Jung-gu, Seoul","SE System Engineer, DevOps, Infrastructure, Solutions, Technical Support",N/A,saramin.co.kr
11/28/2024,DevOps Engineer,T Map Mobility Data Organization Leader,"T Map Mobility Co., Ltd.",company Logo,South Korea,"Map of Jung-gu, Seoul","Data Engineer, DevOps, Infrastructure, Solutions, Technical Support",N/A,saramin.co.kr
11/29/2024,DevOps Engineer,Cloud Project Execution Manager,Jumro,company Logo,South Korea,"All of Seoul, Yeongdeungpo-gu, Seoul","SE System Engineer, DevOps, Infrastructure, Cloud, Java",N/A,saramin.co.kr
12/01/2024,DevOps Engineer,Microsoft Power Platform Developer,Joo Woong Jin,company Logo,South Korea,"Jung-gu, Seoul, the whole of Seoul","SE System Engineer, DevOps, Infrastructure, Solutions, Technical Support",N/A,saramin.co.kr
12/03/2024,DevOps Engineer,Network Engineer SDNACIDNA Career1620,Juringnet,company Logo,South Korea,"All of Seoul, Guro-gu, Seoul","SE System Engineer, DevOps, Network, Infrastructure, Solutions",N/A,saramin.co.kr
12/03/2024,DevOps Engineer,Network Engineer SDNACIDNA Career510,Juringnet,company Logo,South Korea,"All of Seoul, Guro-gu, Seoul","SE System Engineer, DevOps, Network, Infrastructure, Solutions",N/A,saramin.co.kr
12/04/2024,DevOps Engineer,Metanet Platform Azure Engineer Career Recruitment,JumetaNet Platform,company Logo,South Korea,"Map of Jongno-gu, Seoul","DevOps, Network, Solutions, Cloud, AWS",N/A,saramin.co.kr
12/01/2024,DevOps Engineer,Web System Design,Joo Woong Jin,company Logo,South Korea,"Jung-gu, Seoul, the whole of Seoul","SE System Engineer, DevOps, Infrastructure, Solutions, Java",N/A,saramin.co.kr
12/04/2024,DevOps Engineer,IT server developer at a subsidiary of a large machinery manufacturing company,Jubibi Partners,company Logo,South Korea,"Map of Seocho-gu, Seoul","SE System Engineer, BI Engineer, DevOps, Network, Maintenance",N/A,saramin.co.kr
12/05/2024,DevOps Engineer,Hiring Engineers to Build Network Control Solutions,Jutiscientific,company Logo,South Korea,"Dongjak-gu, Seoul, the whole of Seoul","SE System Engineer, DevOps, Network, Linux, Infrastructure",N/A,saramin.co.kr
12/09/2024,DevOps Engineer,Microsoft Power Platform Project Leader,Joo Woong Jin,company Logo,South Korea,"Jung-gu, Seoul, the whole of Seoul","SE System Engineer, DevOps, Infrastructure, Web Development, AWS",N/A,saramin.co.kr
10/29/2024,DevOps Engineer,German automotive IT company Yongsan vehicle communication software engineer,Joovector Korea IT,company Logo,South Korea,"Map of telecommuting available in Yongsan-gu, Seoul","DevOps, Solutions, Technical Support, Python, C",N/A,saramin.co.kr
11/18/2024,DevOps Engineer,Development and modeling of Plant Simulation for visualization of logistics processes,"Readyfor Co., Ltd.",company Logo,South Korea,"Seoul Gangseo-gu, Seoul as a whole","SE System Engineer, DevOps, Infrastructure, Python, C",N/A,saramin.co.kr
11/19/2024,DevOps Engineer,Hiring Video Analysis Systems Engineer,Piaspaceju,company Logo,South Korea,"Seocho-gu, Seoul, the whole of Seoul","SE System Engineer, DevOps, Infrastructure, Cloud, C",N/A,saramin.co.kr
11/19/2024,DevOps Engineer,Network Engineer Recruitment Euljiro,Open Data System,company Logo,South Korea,"All of Seoul, Guro-gu, Seoul","SE System Engineer, DevOps, Network, Maintenance, Infrastructure",N/A,saramin.co.kr
12/08/2024,DevOps Engineer,Data Solutions Developer QA Engineer,JuHumantreeWorldwide,company Logo,South Korea,"Map of Mapo-gu, Seoul","SE System Engineer, DevOps, Network, Linux, Solutions",N/A,saramin.co.kr
11/13/2024,DevOps Engineer,Autonomous driving robot AMR multi-agent algorithm development specialist researcher available,Juthor Drive,company Logo,South Korea,"All of Seoul, Yeongdeungpo-gu, Seoul","SE System Engineer, DevOps, Linux, Infrastructure, C",N/A,saramin.co.kr
11/24/2024,DevOps Engineer,Network Engineer,Judy S&G,company Logo,South Korea,"All of Seoul, Yeongdeungpo-gu, Seoul","SE System Engineer, DevOps, Network, Maintenance, Infrastructure",N/A,saramin.co.kr
11/29/2024,DevOps Engineer,FMS Design and Development Software Engineer,Juthor Drive,company Logo,South Korea,"All of Seoul, Yeongdeungpo-gu, Seoul","SE System Engineer, DevOps, Network, Infrastructure, C",N/A,saramin.co.kr
12/04/2024,DevOps Engineer,Cloud Infrastructure Architecture Manager,Jumro,company Logo,South Korea,"All of Seoul, Yeongdeungpo-gu, Seoul","SE System Engineer, DevOps, Infrastructure, Solutions, Cloud",N/A,saramin.co.kr
12/05/2024,DevOps Engineer,Solution Engine Developer,Jutiscientific,company Logo,South Korea,"Dongjak-gu, Seoul, the whole of Seoul","SE System Engineer, DevOps, Network, Linux, Maintenance",N/A,saramin.co.kr
11/06/2024,DevOps Engineer,Big Tech Plus Backend Engineer Recruitment,Big Tech Plus Stocks,company Logo,South Korea,"Map of Yeongdeungpo-gu, Seoul","SE System Engineer, DevOps, Network, Solution, Cloud",N/A,saramin.co.kr
11/22/2024,DevOps Engineer,Virtualization SW Solution VDI Technical Support Engineer,Address only,company Logo,South Korea,"All of Seoul, Yeongdeungpo-gu, Seoul","SE System Engineer, DevOps, Network, Linux, Infrastructure",N/A,saramin.co.kr
12/03/2024,DevOps Engineer,Security Network Developer Career,"Penta Security Co., Ltd.",company Logo,South Korea,"All of Seoul, Yeongdeungpo-gu, Seoul","SE System Engineer, DevOps, Network, Linux, Maintenance",N/A,saramin.co.kr
11/13/2024,DevOps Engineer,Recommended Engineer ML Recommended Engineer Experience Recruitment,Juraian Catchers,company Logo,South Korea,"All of Seoul, Yeongdeungpo-gu, Seoul","SE System Engineer, DevOps, Infrastructure, Python, C",N/A,saramin.co.kr
11/13/2024,DevOps Engineer,Robotics Software Engineer,Juthor Drive,company Logo,South Korea,"All of Seoul, Yeongdeungpo-gu, Seoul","SE System Engineer, DevOps, Linux, Infrastructure, C",N/A,saramin.co.kr
11/24/2024,DevOps Engineer,Systems Engineer Career Recruitment,Judy S&G,company Logo,South Korea,"All of Seoul, Yeongdeungpo-gu, Seoul","SE System Engineer, DevOps, Linux, Infrastructure, Solutions",N/A,saramin.co.kr
12/05/2024,DevOps Engineer,Software Engineer,Jumind AI,company Logo,South Korea,"Map of Gangseo-gu, Seoul","DevOps, Infrastructure, Solutions, Cloud, Python",N/A,saramin.co.kr
12/05/2024,DevOps Engineer,5+ years of DevSecOps hiring,Juwart Intelligence,company Logo,South Korea,"Seocho-gu, Seoul, the whole of Seoul","SE System Engineer, DevOps, Infrastructure, Cloud, Python",N/A,saramin.co.kr
11/13/2024,DevOps Engineer,Autonomous driving robot AMR path planning SW development specialist researcher available,Juthor Drive,company Logo,South Korea,"All of Seoul, Yeongdeungpo-gu, Seoul","SE System Engineer, DevOps, Linux, Infrastructure, C",N/A,saramin.co.kr
11/13/2024,DevOps Engineer,Senior Software Engineer  Embedded AI,Juthor Drive,company Logo,South Korea,"All of Seoul, Yeongdeungpo-gu, Seoul","SE System Engineer, DevOps, Infrastructure, C, Data Analyst",N/A,saramin.co.kr
10/24/2024,DevOps Engineer,Recruitment of IT development platform planner and designer,Comesju,company Logo,South Korea,Seoul Guro-gu Map,"DevOps, C, Webmaster, Graphic Design, Digital Design",N/A,saramin.co.kr
12/11/2024,DevOps Engineer,Cloit TA AA Consultant Job Title Recruitment Experience,Jukloit,company Logo,South Korea,"Map of Jung-gu, Seoul","SE System Engineer, DevOps, Network, Linux, Maintenance",N/A,saramin.co.kr
11/22/2024,DevOps Engineer,SI project development in progress hiring for advanced or higher level positions,JIUBMS,company Logo,South Korea,"Map of Mapo-gu, Seoul","SE System Engineer, DevOps, Maintenance, Technical Support, Cloud",N/A,saramin.co.kr
11/28/2024,DevOps Engineer,Recruitment for Automation Performance Test Engineer,Comesju,company Logo,South Korea,"Map of Seoul Guro-gu, Gwanak-gu, Yangcheon-gu, Yeongdeungpo-gu, Gyeonggi Osan-si, Yongin-si Giheung-gu, Hwaseong-si","DevOps, Infrastructure, C, C, Semiconductor",N/A,saramin.co.kr
11/04/2024,DevOps Engineer,Cloit Enterprise Industry Career Open Recruitment,Jukloit,company Logo,South Korea,"Map of Jung-gu, Seoul","Data Engineer, DevOps, Network, Linux, Maintenance",N/A,saramin.co.kr
11/22/2024,DevOps Engineer,SI Project Minsu Public PM Career Full-time Recruitment,JIUBMS,company Logo,South Korea,"Map of Mapo-gu, Seoul","SE System Engineer, DevOps, Maintenance, Technical Support, Cloud",N/A,saramin.co.kr
12/02/2024,DevOps Engineer,Kubernetes Kubernetes Engineer Job Posting,Jubeinex,company Logo,South Korea,"Map of Yeongdeungpo-gu, Seoul","DevOps, Infrastructure, Cloud, AWS, Docker",N/A,saramin.co.kr
12/03/2024,DevOps Engineer,Hiring Observability and Cloud Solutions Engineers,Jooitech System,company Logo,South Korea,"Map of Jung-gu, Seoul","SE System Engineer, DevOps, Infrastructure, Solutions, Technical Support",N/A,saramin.co.kr
11/28/2024,DevOps Engineer,T Map Mobility Data Organization Leader,"T Map Mobility Co., Ltd.",company Logo,South Korea,"Map of Jung-gu, Seoul","Data Engineer, DevOps, Infrastructure, Solutions, Technical Support",N/A,saramin.co.kr
12/04/2024,DevOps Engineer,Metanet Platform Azure Engineer Career Recruitment,JumetaNet Platform,company Logo,South Korea,"Map of Jongno-gu, Seoul","DevOps, Network, Solutions, Cloud, AWS",N/A,saramin.co.kr
10/29/2024,DevOps Engineer,German automotive IT company Yongsan vehicle communication software engineer,Joovector Korea IT,company Logo,South Korea,"Map of telecommuting available in Yongsan-gu, Seoul","DevOps, Solutions, Technical Support, Python, C",N/A,saramin.co.kr
12/08/2024,DevOps Engineer,Data Solutions Developer QA Engineer,JuHumantreeWorldwide,company Logo,South Korea,"Map of Mapo-gu, Seoul","SE System Engineer, DevOps, Network, Linux, Solutions",N/A,saramin.co.kr
11/06/2024,DevOps Engineer,Big Tech Plus Backend Engineer Recruitment,Big Tech Plus Stocks,company Logo,South Korea,"Map of Yeongdeungpo-gu, Seoul","SE System Engineer, DevOps, Network, Solution, Cloud",N/A,saramin.co.kr
12/05/2024,DevOps Engineer,Software Engineer,Jumind AI,company Logo,South Korea,"Map of Gangseo-gu, Seoul","DevOps, Infrastructure, Solutions, Cloud, Python",N/A,saramin.co.kr
11/19/2024,DevOps Engineer,Presales Consulting Manager Recruitment Manager,"Bespin Global Co., Ltd.",company Logo,South Korea,"Map of Seocho-gu, Seoul","DevOps, Network, Infrastructure, Technical Support, Cloud",N/A,saramin.co.kr
11/22/2024,DevOps Engineer,Development and Operations Systems Engineer Experience,Junuri Media,company Logo,South Korea,"Map of Mapo-gu, Seoul","DevOps, Network, Infrastructure, Cloud, Python",N/A,saramin.co.kr
12/02/2024,DevOps Engineer,IS Team Full-time Search Engine ElasticSearch Developer Recruitment,JF&Guide,company Logo,South Korea,"Map of Gangseo-gu, Seoul","DevOps, Infrastructure, Information Security, Kafka, Redis",N/A,saramin.co.kr
11/25/2024,DevOps Engineer,QA Engineer Cloud Business Unit,Jurakuten Symphony Korea,company Logo,South Korea,"Map of Seocho-gu, Seoul","DevOps, Python, Docker, QA Tester, PaaS",N/A,saramin.co.kr
11/28/2024,DevOps Engineer,Life Insurance Backend DeveloperSeniorPM 0 people Full-time Assistant Manager level,"Synergy Partners Co., Ltd.",company Logo,South Korea,"Map of Yeongdeungpo-gu, Seoul","DevOps, Cloud, Java, Backend Server Development, Life Insurance Company",N/A,saramin.co.kr
11/29/2024,DevOps Engineer,Cloud PaaS Engineer Recruitment Experience,Jumantec Solutions,company Logo,South Korea,"Map of Seongdong-gu, Seoul","DevOps, Network, Solutions, Technical Support, Cloud",N/A,saramin.co.kr
12/03/2024,DevOps Engineer,ICT Solutions Company Research Institute Director,Jumanpowerkorea,company Logo,South Korea,"Map of Gangseo-gu, Seoul","Data Engineer, DevOps, Network, Solutions, Cloud",N/A,saramin.co.kr
12/04/2024,DevOps Engineer,Domestic famous media company developer,Caliber Global Search Ltd.,company Logo,South Korea,"Map of Seocho-gu, Seoul","Data Engineer, DevOps, Maintenance, Technical Support, Cloud",N/A,saramin.co.kr
12/06/2024,DevOps Engineer,op mid-sized kosdaq virtual ware seocho en 4 backup solution engineer,JHRL Global Network,company Logo,South Korea,"Map of Seocho-gu, Seoul","DevOps, Linux, Maintenance, Infrastructure, Solutions",N/A,saramin.co.kr
11/21/2024,DevOps Engineer,DevOps5+ years,Main site,company Logo,South Korea,"Map of Geumcheon-gu, Seoul","DevOps, Linux, Infrastructure, Cloud, Big Data",N/A,saramin.co.kr
11/29/2024,DevOps Engineer,ICT Solutions Company Technical Architect,Jumanpowerkorea,company Logo,South Korea,"Map of Gangseo-gu, Seoul","Data Engineer, DevOps, Network, Infrastructure, Solutions",N/A,saramin.co.kr
12/04/2024,DevOps Engineer,BackEnd Server Development Machine Manufacturing Industry Group IT Affiliate,Jubibi Partners,company Logo,South Korea,"Map of Seocho-gu, Seoul","SE System Engineer, DevOps, Network, Maintenance, Cloud",N/A,saramin.co.kr
10/28/2024,DevOps Engineer,Staff Engineer,Jurakuten Symphony Korea,company Logo,South Korea,"Map of Seocho-gu, Seoul","DevOps, Infrastructure, Solutions, Cloud, AWS",N/A,saramin.co.kr
11/12/2024,DevOps Engineer,Cloud Engineer,Jurakuten Symphony Korea,company Logo,South Korea,"Map of Seocho-gu, Seoul","DevOps, Linux, Cloud, C, Docker",N/A,saramin.co.kr
12/03/2024,DevOps Engineer,ICT solution company DATA ISP consultant,Jumanpowerkorea,company Logo,South Korea,"Map of Gangseo-gu, Seoul","Data Engineer, DevOps, Network, Infrastructure, Solutions",N/A,saramin.co.kr
12/04/2024,DevOps Engineer,AI Startup Software EngineerDjango 48 years old,In Korea Professional,company Logo,South Korea,"Map of Jung-gu, Seoul","DevOps, Infrastructure, Solutions, Cloud, Python",N/A,saramin.co.kr
12/05/2024,DevOps Engineer,Logistics giant WMS planning and operation,Main KYCG,company Logo,South Korea,"Jongno-gu, Seoul","SE System Engineer, DevOps, Java, Backend Server Development, Frontend",N/A,saramin.co.kr
11/29/2024,DevOps Engineer,ICT solution company Application Archtect,Jumanpowerkorea,company Logo,South Korea,"Map of Gangseo-gu, Seoul","Data Engineer, DevOps, Network, Solutions, Cloud",N/A,saramin.co.kr
12/04/2024,DevOps Engineer,Crevice Backend Engineer Manager,JooRinK & Scout,company Logo,South Korea,"Map of Seongdong-gu, Seoul","DevOps, Cloud, Python, Docker, Backend Server Development",N/A,saramin.co.kr
12/11/2024,DevOps Engineer,Yongsan location large corporation affiliated SI company vision AI engineer deputy manager level,Hans Consulting,company Logo,South Korea,"Map of Yongsan-gu, Seoul","DevOps, Cloud, Big Data, AI, Docker",N/A,saramin.co.kr
11/26/2024,DevOps Engineer,Recruiting REACT PHP PYTHON Developers to Work from Home,Happy Shopping Week,company Logo,South Korea,"Map of working from home in Yangcheon-gu, Seoul","Infrastructure, Solutions, Python, Big Data, SQL",N/A,saramin.co.kr
11/29/2024,DevOps Engineer,Jusolid Engineering Cloud Cloud Technology New and Experienced Recruitment,Jusolid Engineering,company Logo,South Korea,"Map of Daejeon Yuseong-gu, Daedeok-gu, Dong-gu, Seo-gu, Jung-gu, and Sejong Special Self-Governing City","SE System Engineer, DevOps, Network, Linux, Maintenance",N/A,saramin.co.kr
12/02/2024,DevOps Engineer,3 days a week remote work emergency training full-time recruitment for all positions,Emergency training,company Logo,South Korea,"Map of Gwacheon-si, Gyeonggi-do","SE System Engineer, DevOps, Linux, Maintenance, Infrastructure",N/A,saramin.co.kr
12/09/2024,DevOps Engineer,2024 Korean Language and Computer New Hire Recruitment,Korean Language and Computer,company Logo,South Korea,"Map of Bundang-gu, Seongnam-si, Gyeonggi-do","SE System Engineer, DevOps, Linux, Maintenance, Infrastructure",N/A,saramin.co.kr
11/12/2024,DevOps Engineer,RD Research and Development Talent Recruitment BIZ English Conversational Ability,Joo Se-kyung Hi-Tech,company Logo,South Korea,"Gyeonggi Suwon-si Gwonseon-gu, Suwon-si map","SE System Engineer, DevOps, Technology Engineer, Process Engineer, Network",N/A,saramin.co.kr
12/11/2024,DevOps Engineer,Vatech Infrastructure Systems Engineer Developer,Jubatech,company Logo,South Korea,"Gyeonggi-do, Gyeonggi-do Hwaseong-si","SE System Engineer, DevOps, Maintenance, Infrastructure, Cloud",N/A,saramin.co.kr
12/11/2024,DevOps Engineer,Control Robot Team PLC Electrical Control Robot Engineer Recruitment Experience,Gyeonggi Industrial Complex,company Logo,South Korea,Gyeonggi Siheung City Map,"SE System Engineer, DevOps, Technical Engineer, Technical Design, PLC",N/A,saramin.co.kr
11/29/2024,DevOps Engineer,Data Engineer Data Enginer,Korea Esri,company Logo,South Korea,Incheon Yeonsu-gu Map,"Data Engineer, DevOps, Python, Data Analyst, Data Visualization",N/A,saramin.co.kr
10/24/2024,DevOps Engineer,Recruiting Development Lab System Cloud Engineers,"Gaon Platform Co., Ltd.",company Logo,South Korea,Daejeon Yuseong-gu map,"SE System Engineer, DevOps, Network, Linux, Infrastructure",N/A,saramin.co.kr
11/01/2024,DevOps Engineer,SW Supply Chain Security Solutions Engineer Recruitment New Hire,Soft Flow Universe,company Logo,South Korea,"Map of places where telework is possible in Sujeong-gu, Seongnam-si, Gyeonggi-do","SE System Engineer, DevOps, Network, Maintenance, Solutions",N/A,saramin.co.kr
